Año;Departamento;Municipio;Operadora;Campo;Contrato;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;Total;
2017;CASANARE;YOPAL;EMERALD ENERGY PLC SUCURSAL COLOMBIA;LAS ACACIAS;CAMPO RICO;0;0;0;0,466666667;0;0;0;0;0;0;0;0,485806452;0,952473118;
2013;CASANARE;SAN LUIS DE PALENQUE;PAREX RESOURCES COLOMBIA;LAS MARACAS;LOS OCARROS;8226,806452;8922,964286;8145,645161;8711,133333;9809,451613;10598,43333;10912,3871;11697,87097;12200,36667;12450,03226;12471,3;12143,70968;126290,1008;
2014;CASANARE;SAN LUIS DE PALENQUE;PAREX RESOURCES COLOMBIA LTD;LAS MARACAS;LOS OCARROS;12292,45161;12417,14286;12463,74194;12269,53333;12328,22581;11975,73333;10579,74194;9158,677419;7495,6;7065,709677;6707,9;5439,74;120194,1979;
2015;CASANARE;SAN LUIS DE PALENQUE;PAREX RESOURCES COLOMBIA LTD;LAS MARACAS;LOS OCARROS PAREX;5235,290323;4374;3642,225806;3695,466667;3417,322581;2984,733333;3089,258065;3808,387097;3576,7;2107,419355;2563,766667;2180,83871;40675,4086;
2016; CASANARE ; SAN LUIS DE PALENQUE ; PAREX RESOURCES COLOMBIA LTD ; LAS MARACAS ; LOS OCARROS  ;2034,451613;2050,413793;1853,741935;1795,266667;1728,451613;1591,7;1587,387097;1535,967742;1623,933333;1999,032258;1697,666667;1499,516129;20997,52885;
2017;CASANARE;SAN LUIS DE PALENQUE;PAREX RESOURCES COLOMBIA LTD. SUCURSAL;LAS MARACAS ;LOS OCARROS ;1720,967742;1298,714286;922,4516129;936,0333333;726,3225806;594,1333333;900,0967742;769,0967742;733,7;646,8064516;591,6333333;458,7096774;10298,6659;
2018;CASANARE;SAN LUIS DE PALENQUE;PAREX RESOURCES COLOMBIA LTD. SUCURSAL;LAS MARACAS ;LOS OCARROS;827,8064516;843,1071429;738,9677419;650,6;520,3225806;443,1;374,0322581;359,0306452;533,6773333;482,9870968;462,9646667;434,213871;6670,809788;
2020;CASANARE;SAN LUIS DE PALENQUE;PAREX RESOURCES COLOMBIA LTD. SUCURSAL;LAS MARACAS ;LOS OCARROS;351,18;365,3;445,6;46,76;0;0;0;0;84,96;418,07;434,06;431,7;2577,63;
2021;CASANARE;SAN LUIS DE PALENQUE;PAREX RESOURCES COLOMBIA LTD. SUCURSAL;LAS MARACAS ;LOS OCARROS;433,07;426,04;486,41;462,57;151,41;323,31;322,73;300,14;223,21;99,7;115,14;118,27;3462;
2022;CASANARE;SAN LUIS DE PALENQUE;PAREX RESOURCES COLOMBIA LTD. SUCURSAL;LAS MARACAS ;LOS OCARROS;118,04;122,53;123,09;121,8;119,98;119,03;117,85;114,62;118,01;120,12;116,2;115,58;1426,85;
2023;CASANARE;SAN LUIS DE PALENQUE;PAREX RESOURCES COLOMBIA LTD. SUCURSAL;LAS MARACAS ;LOS OCARROS;98,8;83,04;85,41;191,29;256,73;190,69;197,27;173,14;162,9;165,41;166,21;155,32;1926,21;
2019;SANTANDER;BOLIVAR;LAS QUINCHAS RESOURCE CORP SURCURSAL COLOMBIA;LAS QUINCHAS;BAUL;0,9;0,74;0;0;0;0;0;0;0;0;0;0;1,64;
2019;SANTANDER;CIMITARRA;LAS QUINCHAS RESOURCE CORP SURCURSAL COLOMBIA;LAS QUINCHAS;ACACIA ESTE;3,73;3,82;3,89;3,53;3,06;2,73;4,7;6,44;5,36;4,56;5,49;5,82;53,13;
2019;CESAR;AGUACHICA;ECOPETROL S.A.;LEBRIJA;DOÑA MARIA;27,61;27,46;26,58;22,02;4,33;3,9;10,19;12,94;8,22;21,97;0,32;0;165,54;
2019;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA;LEONA B;168,86;167,78;158,81;138,17;136,29;133,57;127,48;125,15;128,35;129,58;124,65;119,01;1657,7;
2019;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA;LEONA B NORTE;35,95;34,67;33,75;31,8;31,48;29,36;38,11;37,69;37,3;36,42;35,44;36,4;418,37;
2019;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA;LEONA B SUR;51,17;50,76;54,12;53,72;51,32;50,23;48,42;43,79;42,27;25,54;9,61;9,97;490,92;
2019;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA;LEONA C;23,81;23,23;22,49;21,54;21,28;21,61;0,24;0;0;11,22;27,97;29,84;203,23;
2013;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CO.;LEONA A;LEONA;0;0;0;88,13333333;46,48387097;7,633333333;0;0;0;0;0,766666667;0,35483871;143,372043;
2013;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CO.;LEONA A SUR;LEONA;0;0;0;0;0;0;0;0;14,16666667;29,87096774;12,9;0;56,93763441;
2014;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION;LEONA A SUR;LEONA;0;0;0;0;0;10;23,93548387;18,29032258;0;0;0;0;52,22580645;
2015;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION (HUPECOL LL);LEONA A SUR;LEONA;0,258064516;0;0;0;0;0;0;2,193548387;4,2;0;0;0;6,651612903;
2016; CASANARE ; PAZ DE ARIPORO ; NEW GRANADA ENERGY CORPORATION  ; LEONA A SUR ; LEONA ;0;0;1,709677419;1,266666667;0;0;0;0;0;1,935483871;0;0;4,911827957;
2013;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CO.;LEONA B;LEONA;54,67741935;52,10714286;127,1935484;145,7;142,8064516;127,5333333;101,4516129;90,51612903;93,86666667;90,74193548;85,56666667;82,77419355;1194,9351;
2014;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION;LEONA B;LEONA;82,51612903;86,96428571;83,22580645;79,66666667;110,8064516;132,2333333;123,6129032;163,8387097;378,1;190,0967742;144,53;164,58;1740,17106;
2015;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION (HUPECOL LL);LEONA B;LEONA;273,5483871;264,8214286;244,3870968;226;224,3870968;219,6333333;209,3225806;196,4193548;191,7333333;192,1290323;188,6333333;181,8709677;2612,885945;
2016; CASANARE ; PAZ DE ARIPORO ; NEW GRANADA ENERGY CORPORATION  ; LEONA B ; LEONA ;172,0967742;170,862069;128,1612903;85,33333333;85,74193548;82,13333333;79,67741935;78,29032258;73,36666667;147,7419355;154,9333333;174,7741935;1433,112607;
2017;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B;LEONA;226,516129;270,9285714;284,1935484;160,9;64,09677419;62,57333333;60,6416129;60,47193548;59,84166667;57,77935484;54,82966667;52,87612903;1415,648722;
2018;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B;LEONA;52,23225806;51,92964286;50,45709677;96,659;111,253871;98,41033333;97,29741935;107,4132258;130,9196667;143,8803226;155,1806667;161,6932258;1257,326729;
2020;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B;LEONA;114,65;112,25;110,66;108,86;105,37;100,28;97,27;95,43;93,77;94,96;92,71;90,37;1216,58;
2021;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B;LEONA;92,74;93,61;92,71;88,73;83,68;81,15;78,77;78,21;74,84;72,03;70,54;66,66;973,67;
2022;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B;LEONA;66,54;65,81;63,64;61,07;60,45;58,73;57,45;55,07;50,58;49,8;39,83;34,09;663,06;
2023;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B;LEONA;29,3;32,9;26,91;26,7;25,68;25,11;24,95;23,97;24,73;15,26;16,45;1,68;273,64;
2013;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CO.;LEONA B NORTE;LEONA;0;0;197,3548387;138,4333333;114,0967742;46,16666667;7,35483871;89,80645161;69,03333333;57,48387097;51,56666667;44,51612903;815,8129032;
2014;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION;LEONA B NORTE;LEONA;42,41935484;42,28571429;42,64516129;42;55,77419355;74,36666667;48,48387097;51,64516129;52,3;49,4516129;44,97;40,32;586,6617358;
2015;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION (HUPECOL LL);LEONA B NORTE;LEONA;23,38709677;0;0;0;0;0;0;0;0;0;0;0;23,38709677;
2016; CASANARE ; PAZ DE ARIPORO ; NEW GRANADA ENERGY CORPORATION  ; LEONA B NORTE ; LEONA ;0;0;0;0;0;0;0;0;0;25,22580645;52,76666667;105,4516129;183,444086;
2017;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B NORTE;LEONA;104,7419355;74,17857143;0;0;0;0;0;0;0;0;0;0;178,9205069;
2018;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B NORTE;LEONA;0;0;0;0,659;27,53193548;32,69666667;31,29354839;28,99903226;27,9;37,61741935;38,43266667;37,39935484;262,5296237;
2020;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B NORTE;LEONA;35,64;31,99;30,04;30,43;35,11;34,25;32,9;32,13;31,72;32,21;31,24;28,12;385,78;
2021;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B NORTE;LEONA;28,41;26,5;26,98;28,23;26,08;27,13;26,75;24,75;25,36;24,41;23,11;22,63;310,34;
2022;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B NORTE;LEONA;22,28;21,94;21,98;16,12;0;0;0;0;0;0;0;0;82,32;
2013;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CO.;LEONA B SUR;LEONA;62,87096774;74,25;234,6451613;215,1;194,9677419;273,8666667;428,2258065;352,1935484;69,43333333;13,22580645;271,9666667;312,9354839;2503,681183;
2014;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION;LEONA B SUR;LEONA;315,8387097;294,6428571;280,8387097;262,7666667;254,8709677;218,5333333;203,9677419;208,5483871;196,7;187,516129;179,47;180,97;2784,663502;
2015;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION (HUPECOL LL);LEONA B SUR;LEONA;187,9032258;185,6785714;181,516129;186,6;188,9032258;170,1666667;174,4193548;168,1612903;159,1;148,1290323;148,1;145,9032258;2044,580722;
2016; CASANARE ; PAZ DE ARIPORO ; NEW GRANADA ENERGY CORPORATION  ; LEONA B SUR ; LEONA ;146,8387097;140,137931;134,7419355;138,9;132,8064516;126,9333333;124,3548387;121,0322581;119,8666667;118,8387097;119,6;122,516129;1546,566963;
2017;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B SUR;LEONA;125,1290323;117,5714286;115,7096774;113,1666667;93,93548387;86,59966667;81,46741935;81,41451613;81,69533333;81,31741935;79,96266667;80,12870968;1138,09802;
2018;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B SUR;LEONA;77,54935484;74,915;74,93225806;76,211;68,58354839;66,48766667;70,31774194;73,35935484;71,22333333;71,19;66,065;59,72580645;850,5600645;
2020;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B SUR;LEONA;10,28;10,48;9,96;9,97;10,87;11,68;11,7;11,44;10,59;10,9;10,29;8,88;127,04;
2021;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B SUR;LEONA;10,24;10,54;3,21;1,47;1,42;0;3,46;13,4;14,73;14,54;13,36;12,75;99,12;
2022;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA B SUR;LEONA;13,14;13,86;9,91;0;0;0;0;0;0;0;0;0;36,91;
2013;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CO.;LEONA C;LEONA;238,7419355;130,7142857;158,0967742;149,1;123,2580645;95,3;100,6774194;123,1290323;23,1;0;260,5;161,2258065;1563,843318;
2014;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION;LEONA C;LEONA;104,6129032;88,28571429;75,77419355;78,36666667;72,96774194;74,73333333;79,4516129;76,19354839;72,03333333;83,03225806;117,73;121,1;1044,281306;
2015;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION (HUPECOL LL);LEONA C;LEONA;103,516129;0;1,032258065;0;133,6129032;135,6333333;115,7419355;97,64516129;85,53333333;74,96774194;68,9;67,29032258;883,8731183;
2016; CASANARE ; PAZ DE ARIPORO ; NEW GRANADA ENERGY CORPORATION  ; LEONA C ; LEONA ;63,03225806;62,17241379;61,41935484;55,2;50,93548387;49,16666667;45,51612903;46,35483871;44,1;42,80645161;40,63333333;41,70967742;603,0466073;
2017;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA C;LEONA;44,38709677;43,89285714;41,09677419;38,73333333;40,4516129;39,31;37,96258065;32,52451613;32,696;32,20709677;31,82766667;30,71483871;445,8043733;
2018;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA C;LEONA;30,51064516;29,86;24,6783871;24,539;24,8916129;23,58033333;23,84225806;25,40870968;28,41166667;27,98935484;26,058;27,35419355;317,1241613;
2020;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA C;LEONA;29,87;28,83;28,66;28,47;28,45;28,69;27,32;26,39;25,71;26,2;25,17;19,44;323,2;
2021;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA C;LEONA;24,27;24,78;25,49;25,4;22,38;22,25;21,34;20,99;20,29;19,95;20,92;21,26;269,32;
2022;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA C;LEONA;20,64;20,38;19,26;17,56;17,47;17,97;17,58;17,5;18,77;17,7;15,55;16,97;217,35;
2023;CASANARE;PAZ DE ARIPORO;NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA;LEONA C;LEONA;15,16;12,67;11,72;12,21;14,8;14,39;14,9;12,77;11,6;6,83;5,22;0;132,27;
2013;CASANARE;SAN LUIS DE PALENQUE;CANACOL ENERGY COLOMBIA S.A.;LEONO;LLANOS 23;0;0;0;0;0;0;0;0;0;0;0;555,9354839;555,9354839;
2014;CASANARE;SAN LUIS DE PALENQUE;Canacol Energy Colombia S.A.;LEONO;LLANOS 23;589,8709677;1992,5;4480,645161;4493,9;3359,032258;2881,466667;2432,16129;2343,387097;2044,533333;1717,612903;1575,8;1363,19;29274,09968;
2015;CASANARE;SAN LUIS DE PALENQUE;CANACOL ENERGY COLOMBIA SAS;LEONO;LLA 23;1277,71;1079,46;972,9;854,63;1057,9;926,67;804,39;679,1;616,57;596,48;444,43;360,52;9670,76;
2016; CASANARE ; SAN LUIS DE PALENQUE ; CNE OIL AND GAS S.A.S ; LEONO ; LLANOS 23 ;492,0322581;292;309,9354839;422,8666667;359;299,1333333;418,7741935;450,9354839;394,6666667;395,483871;359,5;357,483871;4551,811828;
2017;CASANARE;SAN LUIS DE PALENQUE;CNE OIL & GAS S.A.S;LEONO;LLANOS 23;365,9677419;371,0714286;370,483871;349,8;351,6774194;293,5733333;293,9964516;289,3480645;167,4393333;163,1780645;159,4973333;262,1167742;3438,149816;
2018;CASANARE;SAN LUIS DE PALENQUE;CARRAO ENERGY S.A. SUCURSAL COLOMIBA;LEONO;LLA 23;0;0;0;0;0;0;0;0;0;168,6741935;160,5443333;149,0674194;478,2859462;
2018;CASANARE;SAN LUIS DE PALENQUE;CNE OIL & GAS S.A.S.;LEONO;LLA 23;229,9509677;219,8496429;176,8567742;201,504;202,6432258;200,101;178,0609677;188,7306452;173,7616667;0;0;0;1771,45889;
2020;CASANARE;SAN LUIS DE PALENQUE;CARRAO ENERGY S.A. SUCURSAL COLOMBIA;LEONO;LLA 23;124,32;122,4;102,33;9,15;0;0;0;0;0;0;0;0;358,2;
2021;CASANARE;SAN LUIS DE PALENQUE;COLOMBIA ENERGY DEVELOPMENT CO;LEONO;LLA 23;0;0;29,24;55,66;217,54;136,03;170,52;210,32;184,96;184,54;167,14;149,42;1505,37;
2022;CASANARE;SAN LUIS DE PALENQUE;COLOMBIA ENERGY DEVELOPMENT CO ;LEONO;LLA 23;123,46;120,39;116,17;71,53;55,69;56,51;52,37;44,26;47,05;47,23;23,26;0;757,92;
2023;CASANARE;SAN LUIS DE PALENQUE;COLOMBIA ENERGY DEVELOPMENT CO;LEONO;LLA 23;35,37;28,52;15,03;5,75;19,25;0;0;0;0;0;0;2,68;106,6;
2013;META;VILLAVICENCIO;ECOPETROL S.A.;LIBERTAD;APIAY;0;0;0;0;94,03225806;120,1666667;133,6774194;116,1935484;159,3333333;191,9354839;114,9;236,5806452;1166,819355;
2014;META;VILLAVICENCIO;ECOPETROL;LIBERTAD;APIAY;266,9677419;216,9285714;198,4193548;196,9666667;115,8709677;98,76666667;129,6774194;169,7419355;88,2;0;0;0;1481,539324;
2015;META;VILLAVICENCIO;ECOPETROL;LIBERTAD;APIAY;86,80645161;33,10714286;24,51612903;19,63333333;19,38709677;22,56666667;20,90322581;10,32258065;18,33333333;24,87096774;0;0;280,4469278;
2021;META;VILLAVICENCIO;ECOPETROL S.A.;LIBERTAD;APIAY;0;0;0;0;0;0;0;0;0;0;29,23;190,33;219,56;
2022;META;VILLAVICENCIO;ECOPETROL S.A.;LIBERTAD;APIAY;219,07;232,09;243,04;223,62;223,15;229,98;230,73;245,2;207,56;0;0;0;2054,44;
2023;META;VILLAVICENCIO;ECOPETROL S.A.;LIBERTAD;APIAY;81,12;191,67;188;113,32;126,93;154,79;270,38;225,32;250,44;254,05;263,52;235,94;2355,48;
2013;META;VILLAVICENCIO;ECOPETROL S.A.;LIBERTAD NORTE;APIAY;0;0;0;0;0;0;0;0;214,2666667;177,4516129;182;231,4516129;805,1698925;
2014;META;VILLAVICENCIO;ECOPETROL;LIBERTAD NORTE;APIAY;103,9032258;178,4285714;251,5806452;259,5333333;322,1612903;311,1333333;276,2580645;228,5806452;199,8;199,6451613;126,77;116,06;2573,85427;
2015;META;VILLAVICENCIO;ECOPETROL;LIBERTAD NORTE;APIAY;187,483871;122,1785714;174,2580645;129,2333333;128;124,4;124,9677419;90,4516129;92,13333333;89,22580645;86,36666667;75,77419355;1424,473195;
2016; META ; VILLAVICENCIO ; ECOPETROL ; LIBERTAD NORTE ; APIAY ;74,61290323;58,93103448;7,903225806;0;0;0;0;0;0;0;0;94,38709677;235,8342603;
2017;META;VILLAVICENCIO;ECOPETROL S.A.;LIBERTAD NORTE;APIAY;33,64516129;260,8928571;181,2580645;175,4666667;142,28;129,901;180,6977419;161,7954839;133,769;118,4945161;120,4073333;153,963871;1792,571696;
2018;META;VILLAVICENCIO;ECOPETROL S.A.;LIBERTAD NORTE;APIAY;135,476129;105,5192857;129,8954839;96,30833333;75,20032258;76,254;66,68;166,48;70,43833333;84,37741935;242,2566667;210,4609677;1459,346942;
2020;META;VILLAVICENCIO;ECOPETROL S.A.;LIBERTAD NORTE;APIAY;164,65;134,35;127,9;145,27;149,37;128,14;190,53;179,32;193,11;169,42;170,98;143,01;1896,05;
2021;META;VILLAVICENCIO;ECOPETROL S.A.;LIBERTAD NORTE;APIAY;182,14;132,02;160,38;139,4;158,8;169,34;173,6;189,55;212,58;155,26;192,06;171,88;2037,01;
2022;META;VILLAVICENCIO;ECOPETROL S.A.;LIBERTAD NORTE;APIAY;173,25;166,8;155,59;205,83;294,61;347,42;410,15;412,55;298,09;304,39;381,25;301,72;3451,65;
2023;META;VILLAVICENCIO;ECOPETROL S.A.;LIBERTAD NORTE;APIAY;332,9;220,08;180,31;161,58;178,06;149,61;270,74;348,1;409,01;319,23;229,99;229,87;3029,48;
2013;SANTANDER;SABANA DE TORRES;PETROSANTANDER (COLOMBIA INC);LIEBRE;EL PIÑAL;66,25806452;69,14285714;68,61290323;68,46666667;67,61290323;68,46666667;66,74193548;66,06451613;63,06666667;61,61290323;60,4;58,09677419;784,5428571;
2014;SANTANDER;SABANA DE TORRES;PETROSANTANDER (COLOMBIA) INC.;LIEBRE;EL PIÑAL;62,22580645;61,10714286;61,06451613;59,6;56,29032258;57,3;58,12903226;56,67741935;55,26666667;54,90322581;54,8;57,87;695,2341321;
2015;SANTANDER;SABANA DE TORRES;PETROSANTANDER (COLOMBIA) INC.;LIEBRE;EL PIÑAL;57,38709677;53,82142857;53,51612903;53,13333333;53,61290323;47,1;42,25806452;42,48387097;40,9;34,58064516;32,13333333;32,35483871;543,2816436;
2016; SANTANDER ; SABANA DE TORRES ; PETROSANTANDER (COLOMBIA) INC. ; LIEBRE ; EL PIÑAL ;35,5483871;35,79310345;35,35483871;35,33333333;34,51612903;53,6;97,32258065;95,03225806;76,7;68,03225806;66,36666667;67,61290323;701,2124583;
2017;SANTANDER;SABANA DE TORRES;PETROSANTANDER (COLOMBIA) INC.;LIEBRE;EL PIÑAL;67,67741935;59,89285714;62,90322581;60,66666667;58,35483871;56,06833333;52,07419355;50,61129032;51,809;55,84451613;51,607;54,06677419;681,5761152;
2018;SANTANDER;SABANA DE TORRES;PETROSANTANDER (COLOMBIA) INC.;LIEBRE;EL PIÑAL;37,85483871;54,56928571;38,17677419;35,09466667;33,08193548;35,42;16,60612903;0;0;0;0;0;250,8036298;
2013;SANTANDER;CIMITARRA;COPP S.A.;LILIA;OPON;0,225806452;0;0;0;0,064516129;0;0;0;0;0;0;0;0,290322581;
2018;SANTANDER;CIMITARRA;COMPAÑIA OPERADORA PETROCOLOMBIA S.A.S - COPP;LILIA;OPON;0;0;0;0;0;6,566666667;19,41935484;51,57290323;37,442;15,79645161;1,257;1,326129032;133,3805054;
2020;SANTANDER;CIMITARRA;COMPAÑIA OPERADORA PETROCOLOMBIA S.A.S - COPP;LILIA;OPON;0;0;0,24;0;0;0;0;0;0;0;0;0;0,24;
2013;PUTUMAYO;PUERTO GUZMAN;GRAN TIERRA ENERGY COLOMBIA LTD;LINDA;SANTANA;20,48387097;10,5;0;0;0;0;0;0;0;0;0;0;30,98387097;
2013;TOLIMA;GUAMO;PACIFIC STRATUS ENERGY;LISA;GUASIMO;0;0;0;0;4,419354839;9,166666667;11,80645161;6,096774194;5,9;3,838709677;2,166666667;1,548387097;44,94301075;
2014;TOLIMA;GUAMO;KAPPA RESOURCES COLOMBIA LTD.;LISA;GUASIMO;0,612903226;2,035714286;0;7,5;7,161290323;5,266666667;6,258064516;3,774193548;4,133333333;4,483870968;3,77;4,32;49,31603687;
2015;TOLIMA;GUAMO;KAPPA RESOURCES COLOMBIA LTD.;LISA;GUASIMO;3,35483871;2,607142857;3;4,7;3,258064516;0,966666667;2,451612903;1,64516129;4,5;3,967741935;3,766666667;3,838709677;38,05660522;
2016; TOLIMA ; GUAMO ; KAPPA RESOURCES COLOMBIA LTD. ; LISA ; GUASIMO ;3,903225806;3,896551724;0;0;0;0;0;0;0;0;0;0;7,799777531;
2016; TOLIMA ; GUAMO ; PACIFIC STRATUS ENERGY COLOMBIA CORP ; LISA ; GUASIMO ;0;0;3,096774194;0;0;0;0;0;0;0;0;0;3,096774194;
2017;TOLIMA;GUAMO;LAS QUINCHAS RESOURCE CORP.;LISA;GUASIMO;0;0;0;0;5,064516129;4,678;1,871290323;0,699032258;0;0,971290323;0,959;0,810967742;15,05409677;
2018;TOLIMA;GUAMO;LAS QUINCHAS RESOURCE CORP SURCURSAL COLOMBIA;LISA;GUASIMO;0;0;0;0;0;0;0;0;0;13,70322581;7,075666667;8,961612903;29,74050538;
2020;TOLIMA;GUAMO;LAS QUINCHAS RESOURCE CORP SURCURSAL COLOMBIA;LISA;GUASIMO;0,03;0;0;0;0;0;0;0;0;0;0;0;0,03;
2022;TOLIMA;GUAMO;LAS QUINCHAS RESOURCE CORP SURCURSAL COLOMBIA;LISA;GUASIMO;0;0;0;0;0;0;0;0;0;0;0;2,61;2,61;
2013;SANTANDER;SAN VICENTE DE CHUCURI;ECOPETROL S.A.;LISAMA;DE MARES;1413,516129;1435,5;1409,290323;1294,433333;1236,967742;1273,333333;1235,096774;1175,290323;1193,7;1174,225806;1212,433333;1205,935484;15259,72258;
2014;SANTANDER;SAN VICENTE DE CHUCURI;ECOPETROL;LISAMA;DE MARES;1195;1178,571429;1149,741935;1097,1;1069,516129;1043,566667;1012,290323;880,4193548;1014,8;1056,354839;1035,4;1084,9;12817,66068;
2015;SANTANDER;SAN VICENTE DE CHUCURI;ECOPETROL;LISAMA;DE MARES;1037,741935;1136,607143;1048,129032;1181,633333;1194,774194;1163,5;1164,451613;1117,064516;1164,333333;1163,806452;1080,733333;1045,967742;13498,74263;
2016; SANTANDER ; SAN VICENTE DE CHUCURI ; ECOPETROL ; LISAMA ; DE MARES ;1041,709677;1062;1045,935484;1005,133333;993,9677419;962,4333333;935,2258065;1035,774194;1027,133333;1025,096774;938,1666667;903,0322581;11975,6086;
2017;SANTANDER;SAN VICENTE DE CHUCURI;ECOPETROL S.A.;LISAMA;DE MARES;835,3870968;782,9642857;757,1612903;881,7666667;824,2635484;755,3696667;681,2941935;731,3683871;854,16;911,9825806;932,701;966,5058065;9914,924522;
2018;SANTANDER;SAN VICENTE DE CHUCURI;ECOPETROL S.A.;LISAMA;DE MARES;970,256129;961,76;900,9445161;659,4803333;808,53;845,2013333;876,9429032;855,0896774;855,1776667;864,366129;900,0583333;852,2774194;10350,08444;
2020;SANTANDER;SAN VICENTE DE CHUCURI;ECOPETROL S.A.;LISAMA;LISAMA NUTRIA;0;0;0;0;0;0;0;0;0;768,27;747,06;730,24;2245,57;
2020;SANTANDER;SAN VICENTE DE CHUCURI;ECOPETROL S.A.;LISAMA;LISAMA NUTRIA;825,18;913,39;878,01;850,83;801,49;852,52;872,09;892,93;834,85;0;0;0;7721,29;
2021;SANTANDER;SAN VICENTE DE CHUCURI;ECOPETROL S.A.;LISAMA;LISAMA NUTRIA;724,68;704,73;734,24;802,3;723,42;670,92;651,62;711,6;644,64;647,86;608,5;613,25;8237,76;
2022;SANTANDER;SAN VICENTE DE CHUCURI;ECOPETROL S.A.;LISAMA;LISAMA-NUTRIA;559,6;554,37;547,57;552,51;557,56;532,56;551,7;483,02;591,99;685,69;711,52;695,16;7023,25;
2023;SANTANDER;SAN VICENTE DE CHUCURI;ECOPETROL S.A.;LISAMA;LISAMA-NUTRIA;579,92;553,94;567,19;665,28;699,05;590,37;547,35;500,47;450,04;403,2;396,72;415,07;6368,6;
2015;SANTANDER;PENDIENTE CERTIFICADO IGAC;ECOPETROL;LISAMA NORTE;LISAMA NUTRIA;0;0;0;49,66666667;72,41935484;70,73333333;61,29032258;59,12903226;52,96666667;55,41935484;55,56666667;58,41935484;535,6107527;
